age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
26;admin.;married;secondary;no;3610;yes;no;cellular;4;apr;5;3;-1;0;failure;no
27;blue-collar;married;tertiary;no;3159;yes;no;unknown;16;jul;117;1;222;0;unknown;no
34;management;single;unknown;yes;4950;yes;no;unknown;5;may;10;1;268;2;failure;no
51;management;single;secondary;no;-1706;no;yes;unknown;5;jul;66;2;-1;0;unknown;no
44;retired;married;secondary;no;5204;yes;no;cellular;28;may;125;2;-1;0;unknown;no
24;admin.;single;secondary;no;556;yes;no;cellular;2;may;525;4;-1;0;unknown;yes
45;unemployed;married;secondary;no;2354;no;no;cellular;23;oct;186;3;-1;0;unknown;no
31;admin.;married;tertiary;no;880;yes;no;unknown;6;aug;272;3;-1;0;unknown;no
35;blue-collar;married;tertiary;no;-3000;no;no;unknown;27;may;117;3;-1;0;unknown;no
51;admin.;married;secondary;no;4222;yes;no;unknown;7;jul;240;2;-1;0;unknown;no
49;management;single;secondary;yes;-3000;yes;no;cellular;15;jul;439;3;-1;0;unknown;no
53;technician;married;secondary;no;-1549;no;no;cellular;10;apr;93;5;-1;0;unknown;yes
40;self-employed;married;primary;no;-8;no;no;unknown;10;jun;699;1;-1;0;failure;no
50;technician;single;tertiary;no;-3000;yes;no;cellular;19;may;62;3;-1;0;unknown;no
34;admin.;single;secondary;no;-1951;yes;no;unknown;24;jun;654;4;371;2;unknown;yes
38;management;married;secondary;no;2084;no;no;cellular;16;aug;7;2;-1;0;unknown;no
37;management;single;secondary;no;310;yes;no;cellular;22;may;203;3;-1;0;unknown;no
41;management;married;tertiary;no;557;yes;no;unknown;23;apr;1094;2;-1;0;unknown;yes
26;admin.;single;primary;no;-1395;no;no;cellular;9;may;244;1;-1;0;unknown;no
38;services;single;tertiary;no;1488;no;no;cellular;24;dec;210;5;-1;0;unknown;yes
56;management;divorced;tertiary;no;374;no;no;unknown;8;aug;298;3;-1;0;unknown;yes
28;services;married;tertiary;no;-3000;no;no;telephone;19;jan;88;2;-1;0;unknown;no
26;management;married;secondary;no;747;no;no;unknown;1;may;14;3;-1;0;unknown;yes
27;blue-collar;married;secondary;no;-2375;no;no;unknown;28;may;75;1;-1;0;unknown;no
70;retired;married;secondary;no;4043;no;no;cellular;17;jul;50;2;-1;0;unknown;no
46;blue-collar;married;secondary;no;175;yes;yes;cellular;26;jun;668;6;-1;0;unknown;no
38;technician;divorced;secondary;no;8914;yes;no;cellular;18;dec;497;4;-1;0;unknown;yes
41;retired;married;secondary;no;4250;no;no;cellular;24;may;99;2;-1;0;unknown;yes
43;blue-collar;married;secondary;no;959;no;no;cellular;26;jul;470;2;-1;0;unknown;no
33;unemployed;single;tertiary;no;3088;yes;no;unknown;15;jul;61;1;-1;0;unknown;no
35;management;married;primary;no;-3000;yes;no;cellular;6;sep;57;5;-1;0;unknown;no
39;admin.;single;secondary;no;4237;no;no;telephone;22;may;379;2;-1;0;unknown;yes
33;retired;married;tertiary;no;-1110;no;no;cellular;17;jul;102;2;-1;0;unknown;no
36;blue-collar;married;tertiary;no;1619;yes;no;cellular;18;may;17;2;24;1;other;no
44;technician;married;tertiary;no;-832;no;no;cellular;21;may;330;3;134;2;failure;no
30;technician;married;tertiary;no;-513;no;no;unknown;19;nov;1187;1;-1;0;unknown;yes
69;unemployed;divorced;tertiary;no;806;no;no;cellular;2;dec;217;1;-1;0;unknown;no
49;management;married;secondary;no;1580;no;yes;cellular;25;aug;79;3;-1;0;success;yes
27;management;married;secondary;no;1269;yes;no;telephone;26;may;121;1;115;1;unknown;no
18;services;married;primary;no;1344;no;no;cellular;7;sep;271;4;291;0;unknown;yes
33;blue-collar;married;primary;no;-3000;yes;no;cellular;17;jan;314;2;-1;0;unknown;yes
48;management;divorced;secondary;yes;8346;no;no;unknown;15;apr;565;1;-1;0;unknown;yes
46;management;married;primary;no;2045;yes;no;cellular;16;jul;622;3;-1;0;unknown;yes
39;admin.;single;secondary;no;2662;yes;no;cellular;27;may;513;1;-1;0;unknown;yes
34;management;divorced;secondary;no;330;yes;no;cellular;17;dec;271;1;-1;0;unknown;yes
31;technician;married;primary;no;-1272;yes;no;cellular;3;may;155;1;-1;0;other;yes
36;technician;divorced;tertiary;no;1803;no;no;cellular;10;may;295;1;-1;0;unknown;no
29;admin.;married;primary;no;2217;no;no;cellular;6;jul;285;4;79;2;unknown;no
36;admin.;married;tertiary;no;5255;no;no;cellular;2;aug;63;1;221;2;unknown;yes
55;blue-collar;married;secondary;no;7582;no;yes;cellular;11;jun;184;2;-1;0;failure;no
32;technician;single;tertiary;no;5781;yes;no;cellular;8;may;60;6;270;2;other;no
47;blue-collar;divorced;tertiary;yes;-3000;no;no;cellular;14;aug;596;2;23;1;unknown;no
49;services;married;secondary;no;-31;no;no;cellular;12;may;101;1;-1;0;unknown;yes
29;admin.;single;tertiary;no;2357;no;no;unknown;20;may;425;2;-1;0;unknown;no
31;retired;married;primary;no;149;yes;yes;cellular;24;jul;123;3;166;2;failure;yes
52;entrepreneur;married;unknown;no;1218;no;no;unknown;28;apr;375;5;-1;0;unknown;no
30;student;married;tertiary;no;-3000;no;no;cellular;7;dec;64;1;64;2;unknown;yes
40;blue-collar;divorced;tertiary;no;4092;yes;no;cellular;18;jul;375;2;-1;0;success;yes
63;retired;single;secondary;no;-3000;no;no;cellular;25;dec;51;3;-1;0;unknown;yes
51;blue-collar;married;secondary;no;-3000;no;no;unknown;5;may;175;1;-1;0;unknown;no
41;services;married;tertiary;no;-1694;yes;no;cellular;6;dec;31;2;-1;0;failure;yes
50;technician;married;secondary;no;1057;no;no;cellular;13;apr;195;8;-1;0;unknown;no
40;blue-collar;married;secondary;no;-3000;no;no;cellular;2;feb;446;1;-1;0;unknown;yes
52;technician;married;primary;no;-1831;no;no;cellular;19;feb;366;4;-1;0;success;yes
18;management;single;tertiary;no;4796;yes;no;cellular;26;jun;13;1;116;2;unknown;yes
39;blue-collar;married;primary;no;1012;no;no;cellular;28;mar;176;5;368;2;unknown;yes
18;management;married;secondary;no;2650;yes;no;cellular;8;jun;497;3;185;0;unknown;yes
42;blue-collar;married;secondary;no;-2358;yes;no;telephone;11;may;273;2;-1;0;unknown;no
38;services;single;tertiary;no;1188;no;no;cellular;21;may;15;1;-1;0;unknown;no
55;services;single;secondary;no;942;no;yes;cellular;16;jul;102;1;-1;0;unknown;no
48;admin.;married;secondary;no;-1035;no;no;cellular;26;may;211;1;-1;0;unknown;yes
35;management;single;primary;no;1196;yes;no;cellular;1;aug;49;1;-1;0;unknown;no
36;technician;married;tertiary;no;-3000;yes;no;cellular;25;jul;297;1;-1;0;success;yes
45;technician;married;unknown;yes;2665;no;yes;cellular;27;dec;261;2;-1;0;unknown;no
34;management;married;tertiary;no;151;yes;no;cellular;16;may;58;1;-1;0;unknown;no
40;technician;married;secondary;no;578;no;no;cellular;12;dec;207;1;-1;0;unknown;no
55;management;married;tertiary;no;3905;no;no;cellular;17;jul;434;2;-1;0;unknown;yes
31;management;divorced;secondary;no;2646;no;no;cellular;9;dec;122;1;-1;0;unknown;yes
36;technician;single;secondary;no;394;yes;no;cellular;26;jan;73;3;-1;0;unknown;no
37;management;single;secondary;no;-1999;no;no;cellular;6;aug;314;2;131;2;unknown;yes
75;management;married;secondary;no;5335;no;no;cellular;7;aug;19;1;-1;0;unknown;yes
47;management;married;tertiary;no;-2670;yes;no;cellular;13;feb;464;2;-1;0;failure;no
53;technician;single;secondary;no;3238;yes;no;unknown;17;jul;746;2;-1;0;unknown;yes
49;technician;married;secondary;no;-3000;yes;no;cellular;10;aug;870;1;-1;0;unknown;yes
50;management;married;secondary;no;4103;yes;no;cellular;11;jul;147;3;-1;0;unknown;no
46;entrepreneur;married;primary;no;4381;no;no;telephone;14;feb;253;2;-1;0;unknown;yes
45;management;single;secondary;no;-3000;no;no;cellular;17;jul;506;5;131;0;unknown;yes
25;management;married;secondary;no;2698;no;no;unknown;16;feb;65;2;63;3;failure;yes
44;blue-collar;married;primary;no;2449;no;no;unknown;5;aug;7;3;15;0;unknown;no
39;technician;single;secondary;no;3459;no;no;unknown;18;feb;126;1;-1;0;unknown;no
47;management;married;tertiary;no;2445;yes;no;unknown;11;apr;560;1;145;3;unknown;no
40;entrepreneur;married;tertiary;no;-1536;no;no;cellular;10;may;182;1;-1;0;unknown;no
49;admin.;married;secondary;no;698;no;no;cellular;28;jul;196;3;-1;0;success;yes
51;blue-collar;married;tertiary;no;6343;no;no;unknown;21;dec;305;2;326;3;unknown;no
18;technician;single;tertiary;no;-1973;no;no;cellular;21;apr;222;4;-1;0;unknown;yes
36;blue-collar;married;tertiary;no;2318;no;no;unknown;22;apr;14;3;-1;0;unknown;no
20;blue-collar;married;secondary;no;4803;no;no;cellular;25;may;213;2;-1;0;unknown;no
43;management;single;secondary;no;-1622;no;yes;cellular;6;sep;271;2;-1;0;unknown;yes
37;blue-collar;single;unknown;no;-2900;yes;no;unknown;10;jun;266;4;-1;0;unknown;no
55;admin.;single;secondary;no;-2448;no;no;cellular;11;may;338;2;-1;0;other;no
43;blue-collar;married;secondary;no;2534;no;no;unknown;1;jul;190;1;-1;0;unknown;no
35;management;married;secondary;no;-2473;yes;no;cellular;5;may;598;6;145;1;failure;no
51;management;divorced;primary;no;943;yes;no;telephone;2;may;162;3;163;2;unknown;no
37;entrepreneur;single;unknown;no;5463;no;no;unknown;11;may;189;1;-1;0;unknown;no
35;management;married;secondary;no;1196;yes;no;cellular;14;aug;394;3;-1;0;unknown;no
45;unemployed;married;secondary;no;-983;yes;no;cellular;24;dec;465;2;87;2;unknown;yes
58;housemaid;married;secondary;no;1726;no;no;cellular;13;aug;271;3;-1;0;unknown;yes
50;blue-collar;divorced;secondary;no;1143;no;no;unknown;23;may;35;1;-1;0;unknown;no
47;blue-collar;married;primary;no;2707;no;no;unknown;11;jun;104;2;117;1;unknown;no
71;management;married;secondary;no;6207;yes;no;cellular;6;apr;5;3;-1;0;unknown;no
32;services;married;tertiary;no;2540;yes;no;cellular;2;aug;91;4;-1;0;unknown;yes
32;blue-collar;single;secondary;no;7451;yes;no;unknown;19;jul;219;2;-1;0;unknown;no
42;services;single;tertiary;yes;2715;yes;no;unknown;25;nov;425;2;233;1;other;no
57;admin.;married;secondary;no;-951;yes;no;cellular;9;may;229;3;-1;0;unknown;no
30;management;single;secondary;no;8214;no;no;cellular;23;aug;10;1;-1;0;unknown;no
60;student;divorced;secondary;no;975;no;no;unknown;18;jul;77;2;84;2;unknown;yes
25;entrepreneur;married;secondary;no;-1814;yes;no;cellular;14;may;224;3;-1;0;unknown;no
39;management;married;tertiary;no;8321;yes;no;unknown;13;jul;320;3;-1;0;unknown;no
42;blue-collar;married;tertiary;no;-849;yes;no;cellular;28;dec;523;1;-1;0;unknown;no
31;services;single;secondary;no;-967;yes;no;telephone;12;dec;892;2;-1;0;other;yes
34;admin.;married;secondary;no;-304;yes;no;cellular;12;aug;578;3;-1;0;unknown;yes
49;technician;single;tertiary;no;1843;no;no;unknown;13;feb;163;3;-1;0;unknown;no
56;blue-collar;single;secondary;no;4142;yes;no;cellular;7;nov;357;1;-1;0;unknown;no
18;technician;married;secondary;no;-3000;yes;no;cellular;16;jul;71;1;-1;0;unknown;yes
42;entrepreneur;divorced;unknown;no;4129;yes;yes;cellular;17;may;17;2;-1;0;unknown;no
39;services;married;secondary;no;-313;no;no;unknown;9;may;14;4;-1;0;unknown;yes
42;blue-collar;married;unknown;no;111;yes;yes;cellular;14;apr;71;2;-1;0;unknown;no
37;technician;single;secondary;no;6495;yes;no;cellular;9;feb;9;3;-1;0;unknown;no
26;blue-collar;single;tertiary;no;1989;yes;yes;cellular;6;aug;493;2;344;0;failure;yes
57;blue-collar;married;secondary;no;2693;no;no;cellular;26;may;175;5;-1;0;unknown;yes
53;management;single;secondary;no;1204;yes;yes;cellular;1;jan;433;4;-1;0;unknown;yes
39;admin.;divorced;secondary;no;3640;yes;no;cellular;24;may;731;3;-1;0;unknown;no
35;blue-collar;married;secondary;no;6204;yes;no;cellular;22;jun;1326;3;-1;0;other;yes
34;technician;divorced;secondary;no;-3000;yes;no;unknown;25;may;719;3;-1;0;unknown;yes
18;unemployed;married;secondary;no;4603;yes;no;unknown;25;feb;327;1;-1;0;unknown;yes
44;housemaid;married;primary;no;5991;yes;no;unknown;23;may;151;2;-1;0;unknown;no
49;technician;married;tertiary;no;2853;yes;no;cellular;20;jul;236;1;385;3;unknown;yes
42;management;divorced;secondary;no;-682;yes;no;unknown;27;mar;440;4;-1;0;failure;no
40;blue-collar;single;primary;no;-2106;yes;no;cellular;1;jun;592;2;-1;0;unknown;no
42;services;married;secondary;no;8435;yes;no;cellular;19;apr;814;1;-1;0;unknown;yes
31;self-employed;married;primary;no;-1364;yes;no;cellular;22;may;341;4;-1;0;unknown;no
35;unemployed;single;secondary;no;5902;no;no;cellular;15;may;201;4;326;0;unknown;no
39;blue-collar;married;primary;no;2521;no;no;cellular;17;apr;897;1;-1;0;unknown;yes
48;self-employed;divorced;tertiary;no;7487;no;no;cellular;20;may;828;2;-1;0;unknown;yes
56;admin.;single;primary;no;395;no;no;cellular;24;may;168;2;4;2;failure;no
38;blue-collar;married;secondary;no;-3000;no;yes;cellular;28;may;271;1;-1;0;unknown;no
29;admin.;divorced;tertiary;no;1356;no;no;cellular;8;aug;430;2;-1;0;unknown;yes
41;unknown;married;tertiary;no;-3000;no;no;cellular;22;mar;147;5;-1;0;unknown;no
63;technician;divorced;primary;no;9381;yes;no;cellular;22;oct;459;3;-1;0;unknown;no
30;student;single;tertiary;no;3238;yes;yes;cellular;3;aug;30;1;311;2;unknown;yes
50;management;single;secondary;no;3684;no;no;cellular;23;aug;170;1;-1;0;unknown;no
55;blue-collar;married;tertiary;no;3686;no;no;cellular;12;may;171;2;-1;0;failure;yes
37;blue-collar;divorced;secondary;no;-730;yes;no;cellular;24;sep;300;1;-1;0;unknown;yes
33;blue-collar;married;tertiary;no;953;no;no;unknown;15;may;32;2;13;2;unknown;no
47;housemaid;married;unknown;no;1681;yes;no;cellular;18;apr;28;3;-1;0;unknown;no
44;services;married;secondary;no;7181;yes;yes;cellular;13;feb;600;2;-1;0;unknown;no
48;management;married;secondary;no;-2121;yes;no;unknown;5;dec;94;1;-1;0;failure;no
63;admin.;married;secondary;no;-835;yes;no;cellular;22;may;102;4;-1;0;unknown;yes
42;admin.;single;primary;no;261;yes;no;cellular;17;dec;389;2;-1;0;unknown;yes
27;admin.;divorced;primary;no;-670;no;no;cellular;28;may;139;4;-1;0;unknown;no
41;management;married;primary;no;-3000;no;no;cellular;21;nov;465;3;-1;0;unknown;yes
43;technician;single;secondary;no;-3000;no;no;cellular;3;nov;133;1;-1;0;unknown;no
54;retired;married;secondary;no;-3000;yes;no;unknown;19;dec;371;6;-1;0;failure;yes
38;technician;single;secondary;no;4647;no;no;cellular;6;jun;193;1;-1;0;failure;yes
36;management;single;primary;no;1325;yes;no;cellular;27;oct;714;1;-1;0;other;yes
25;housemaid;married;secondary;no;3856;yes;no;cellular;17;dec;103;2;-1;0;other;no
47;admin.;single;tertiary;no;-397;no;yes;unknown;5;may;117;2;242;1;unknown;no
77;technician;married;secondary;no;1054;yes;no;unknown;21;may;911;1;-1;0;unknown;yes
38;student;married;secondary;no;6189;yes;no;cellular;5;aug;347;2;-1;0;unknown;yes
45;blue-collar;single;tertiary;no;6008;yes;no;cellular;19;may;385;4;257;1;success;yes
34;management;married;tertiary;no;4175;no;no;cellular;22;aug;91;1;288;0;unknown;yes
26;management;married;secondary;no;1957;yes;no;cellular;11;mar;197;4;-1;0;unknown;no
45;retired;married;tertiary;no;2903;no;no;cellular;1;jun;97;2;-1;0;unknown;yes
41;technician;single;secondary;no;2461;no;no;cellular;26;apr;78;1;-1;0;unknown;no
18;management;married;tertiary;no;849;no;no;unknown;13;may;199;4;-1;0;unknown;yes
58;management;married;secondary;no;136;no;no;cellular;17;may;1144;3;269;2;other;yes
45;admin.;single;secondary;no;4717;yes;no;cellular;11;sep;62;6;-1;0;unknown;no
41;admin.;single;primary;no;-2536;yes;no;cellular;18;may;72;1;-1;0;other;no
36;blue-collar;married;tertiary;no;5812;yes;no;cellular;4;aug;72;5;-1;0;unknown;no
45;admin.;married;secondary;no;523;yes;no;cellular;26;aug;407;5;133;1;unknown;yes
45;services;married;secondary;no;-2592;no;no;unknown;25;jun;185;4;-1;0;unknown;no
45;services;married;secondary;no;-286;yes;no;cellular;10;may;126;3;-1;0;unknown;yes
52;blue-collar;married;tertiary;no;-1273;yes;no;unknown;24;may;482;1;-1;0;failure;no
55;technician;single;tertiary;yes;-377;no;no;cellular;27;jun;91;2;-1;0;unknown;no
63;blue-collar;single;secondary;no;-431;no;no;cellular;26;jan;129;2;-1;0;unknown;no
31;blue-collar;single;secondary;no;-551;no;yes;cellular;11;jun;19;4;218;2;unknown;no
34;blue-collar;married;secondary;no;426;no;no;telephone;18;dec;32;3;78;3;unknown;no
44;housemaid;single;secondary;no;1155;no;no;cellular;1;may;38;2;-1;0;unknown;no
32;blue-collar;married;tertiary;no;3641;no;no;cellular;4;jul;110;1;-1;0;failure;no
34;management;divorced;primary;no;615;yes;no;cellular;5;dec;193;2;-1;0;unknown;yes
46;management;single;secondary;no;2328;no;no;unknown;2;oct;0;3;-1;0;unknown;no
50;unemployed;married;secondary;no;1372;no;no;cellular;28;oct;54;1;-1;0;unknown;no
55;admin.;single;secondary;no;2971;yes;yes;cellular;26;sep;50;3;-1;0;unknown;no
38;blue-collar;married;secondary;no;1490;yes;no;cellular;22;may;75;3;-1;0;unknown;no
46;admin.;single;secondary;no;-590;no;no;cellular;24;nov;47;2;-1;0;failure;no
43;retired;married;primary;no;-1404;no;no;cellular;12;dec;56;3;52;2;unknown;yes
41;admin.;married;secondary;no;1980;yes;no;cellular;11;jun;1073;1;-1;0;other;yes
32;technician;single;secondary;no;5170;yes;yes;telephone;28;may;234;6;-1;0;unknown;no
30;management;married;secondary;no;662;no;no;cellular;21;may;373;1;92;3;other;yes
48;management;single;primary;no;-752;no;no;unknown;16;may;444;2;-1;0;unknown;yes
31;management;married;tertiary;no;581;yes;no;telephone;4;may;286;3;-1;0;unknown;yes
21;blue-collar;single;secondary;no;-334;yes;yes;cellular;7;jul;316;1;-1;0;unknown;no
40;blue-collar;single;secondary;no;-650;no;no;cellular;21;jul;260;5;-1;0;failure;yes
57;blue-collar;married;tertiary;no;-2980;yes;no;unknown;28;jun;272;1;-1;0;unknown;no
18;management;married;tertiary;no;616;no;no;cellular;24;apr;685;2;-1;0;failure;yes
37;blue-collar;married;secondary;no;2057;yes;no;cellular;23;aug;53;3;-1;0;unknown;no
48;blue-collar;married;secondary;no;-1895;yes;no;unknown;21;may;83;2;-1;0;unknown;no
20;unemployed;married;secondary;no;-1285;yes;no;cellular;13;apr;25;1;312;0;unknown;no
38;admin.;single;secondary;no;-1494;yes;no;unknown;14;jul;472;1;376;2;unknown;yes
28;technician;divorced;secondary;no;-2810;yes;no;cellular;11;may;154;1;-1;0;unknown;no
29;student;single;tertiary;no;-1516;yes;no;cellular;8;feb;617;2;-1;0;unknown;yes
36;blue-collar;single;tertiary;no;756;no;no;cellular;1;may;137;1;-1;0;unknown;yes
28;blue-collar;single;secondary;no;-2676;yes;no;unknown;8;aug;151;3;-1;0;failure;no
27;blue-collar;single;primary;no;937;no;no;cellular;19;jul;154;2;-1;0;unknown;no
40;services;married;secondary;no;-760;yes;no;cellular;17;may;246;2;-1;0;unknown;no
65;retired;divorced;secondary;no;-1436;no;no;unknown;9;may;377;1;-1;0;unknown;yes
49;student;single;primary;no;2481;yes;no;unknown;27;jul;112;4;235;2;failure;yes
52;technician;married;tertiary;no;-570;yes;no;unknown;13;nov;258;1;-1;0;unknown;no
49;services;married;secondary;no;-60;no;no;cellular;22;jul;59;1;-1;0;failure;yes
33;blue-collar;married;tertiary;no;5244;no;no;unknown;15;aug;209;7;-1;0;unknown;no
44;blue-collar;married;tertiary;no;-1410;no;yes;cellular;27;jun;205;3;-1;0;unknown;no
53;technician;single;tertiary;no;6047;no;no;cellular;13;aug;570;2;-1;0;unknown;yes
50;blue-collar;married;secondary;no;306;no;no;unknown;27;nov;588;6;-1;0;unknown;no
43;admin.;married;secondary;no;-2058;yes;no;cellular;8;aug;173;2;-1;0;failure;no
46;services;divorced;secondary;no;-311;no;yes;cellular;27;nov;6;1;-1;0;unknown;no
68;management;married;secondary;no;1556;no;yes;cellular;26;may;484;1;-1;0;unknown;yes
50;technician;married;secondary;no;5113;no;yes;unknown;12;nov;0;2;-1;0;unknown;yes
37;self-employed;married;secondary;no;3746;no;no;cellular;11;jul;169;3;-1;0;unknown;no
40;admin.;single;secondary;no;1541;yes;no;cellular;20;nov;5;2;-1;0;unknown;no
29;technician;divorced;secondary;no;5129;yes;yes;cellular;13;feb;113;2;-1;0;unknown;no
66;blue-collar;married;tertiary;no;-3000;no;no;cellular;16;jul;263;6;-1;0;unknown;yes
58;entrepreneur;single;secondary;no;2098;no;no;unknown;2;oct;120;1;-1;0;unknown;yes
41;management;married;primary;no;2279;yes;no;cellular;6;may;680;4;-1;0;unknown;yes
64;admin.;divorced;secondary;no;2316;no;no;telephone;16;jul;266;1;-1;0;success;yes
47;management;single;unknown;no;-3000;yes;no;unknown;18;sep;270;3;25;1;unknown;no
36;blue-collar;single;secondary;no;-1700;yes;no;cellular;17;may;121;2;292;2;success;no
50;management;married;primary;no;850;yes;yes;cellular;15;may;10;3;-1;0;unknown;no
45;entrepreneur;divorced;secondary;no;4694;no;no;cellular;7;jul;348;2;-1;0;unknown;yes
50;student;single;tertiary;no;7095;no;no;unknown;14;jun;327;1;-1;0;unknown;no
25;technician;married;tertiary;no;-643;yes;no;cellular;7;feb;196;1;-1;0;unknown;no
32;blue-collar;single;secondary;no;-2579;no;yes;cellular;6;apr;139;1;155;0;unknown;no
57;housemaid;married;secondary;no;3797;yes;no;cellular;12;apr;200;4;-1;0;failure;no
59;housemaid;single;secondary;no;9193;yes;no;cellular;2;may;357;4;-1;0;unknown;no
56;blue-collar;married;primary;no;4670;no;no;telephone;21;may;324;3;-1;0;unknown;no
65;technician;single;tertiary;no;-895;yes;no;unknown;1;aug;279;2;-1;0;unknown;no
47;services;married;tertiary;no;9933;no;no;cellular;18;jul;608;2;-1;0;unknown;yes
46;blue-collar;married;unknown;no;3410;no;yes;telephone;28;aug;244;3;-1;0;unknown;no
30;housemaid;married;secondary;no;-1023;no;no;unknown;5;feb;3;1;-1;0;failure;no
34;admin.;married;primary;no;7152;yes;no;cellular;21;jun;250;2;-1;0;unknown;no
19;retired;married;secondary;no;-1259;yes;no;cellular;7;may;246;5;-1;0;unknown;yes
37;blue-collar;married;tertiary;no;-513;no;no;unknown;15;oct;18;3;205;0;unknown;no
18;unemployed;married;tertiary;yes;3529;no;no;telephone;21;jul;145;2;-1;0;unknown;no
52;student;married;secondary;yes;1275;no;no;cellular;27;oct;273;4;-1;0;unknown;yes
45;management;married;secondary;no;1461;yes;yes;cellular;6;feb;316;2;83;1;other;yes
18;management;single;secondary;no;1466;yes;no;unknown;2;aug;581;3;-1;0;unknown;yes
38;technician;married;secondary;no;4693;no;no;cellular;21;jun;478;4;-1;0;unknown;yes
62;management;divorced;tertiary;no;-3000;no;no;unknown;24;sep;32;2;284;3;unknown;yes
39;blue-collar;single;secondary;no;2203;yes;no;unknown;17;jun;244;3;-1;0;unknown;no
30;housemaid;single;tertiary;no;479;yes;yes;unknown;27;jun;235;4;-1;0;unknown;no
21;technician;married;secondary;no;-907;no;no;unknown;13;feb;94;1;-1;0;unknown;yes
21;retired;divorced;tertiary;no;-915;yes;no;cellular;13;jul;52;1;336;4;unknown;yes
46;self-employed;married;secondary;no;-3000;yes;no;unknown;14;may;57;4;-1;0;unknown;no
36;technician;married;tertiary;no;-1045;yes;no;cellular;26;jan;50;2;-1;0;unknown;no
37;technician;married;secondary;no;5221;yes;no;unknown;23;feb;426;1;-1;0;unknown;no
36;technician;single;secondary;no;3846;no;no;cellular;8;dec;41;3;-1;0;other;yes
39;admin.;married;secondary;no;775;yes;no;cellular;15;may;79;2;194;0;unknown;no
27;management;married;secondary;no;-2883;yes;no;cellular;11;oct;63;1;-1;0;unknown;no
44;services;divorced;secondary;no;3815;yes;no;unknown;13;dec;324;2;-1;0;unknown;yes
25;services;single;secondary;no;5279;yes;no;cellular;21;dec;44;1;245;3;unknown;yes
32;retired;married;unknown;no;4452;no;yes;cellular;20;nov;6;1;57;0;failure;no
52;blue-collar;married;secondary;no;-1556;yes;no;unknown;1;nov;121;1;-1;0;unknown;no
45;technician;single;tertiary;no;-1244;no;no;telephone;25;may;94;1;127;0;other;yes
48;services;married;unknown;no;6317;yes;no;cellular;2;may;131;3;-1;0;unknown;no
64;admin.;married;primary;no;-2277;yes;yes;cellular;11;jul;364;2;-1;0;unknown;no
40;management;married;tertiary;no;2784;yes;no;cellular;14;jun;3;4;-1;0;unknown;no
41;blue-collar;divorced;secondary;no;-3000;yes;yes;telephone;5;apr;9;3;-1;0;unknown;no
38;entrepreneur;single;primary;no;449;no;no;unknown;7;jul;76;5;365;0;unknown;no
36;admin.;single;secondary;no;3105;yes;no;telephone;24;jul;572;2;-1;0;failure;yes
29;management;single;tertiary;no;1260;no;yes;cellular;16;oct;48;3;-1;0;unknown;no
41;management;married;primary;no;2921;yes;yes;cellular;11;jul;1513;1;-1;0;unknown;yes
44;retired;married;secondary;no;-2328;yes;no;unknown;26;jul;425;2;-1;0;unknown;yes
45;self-employed;married;secondary;no;-1110;yes;no;cellular;15;may;158;1;-1;0;unknown;yes
41;technician;married;tertiary;no;2795;no;yes;cellular;4;jun;358;3;-1;0;unknown;no
51;blue-collar;married;primary;no;3440;yes;no;cellular;10;dec;190;1;-1;0;unknown;no
41;blue-collar;single;tertiary;no;2009;yes;no;unknown;1;apr;217;4;-1;0;unknown;no
36;technician;single;tertiary;no;4191;yes;no;unknown;7;may;226;6;-1;0;success;yes
30;blue-collar;divorced;tertiary;no;-3000;yes;no;cellular;12;jul;272;7;-1;0;unknown;no
23;unemployed;married;tertiary;no;-48;no;yes;telephone;26;may;16;5;-1;0;unknown;no
57;technician;single;tertiary;no;6818;yes;no;cellular;11;may;249;4;-1;0;failure;no
33;management;single;primary;no;5200;no;no;cellular;11;may;328;2;-1;0;failure;no
30;unemployed;married;secondary;no;3250;no;no;cellular;25;may;96;4;-1;0;unknown;no
36;admin.;single;secondary;no;883;yes;no;cellular;17;may;999;3;-1;0;unknown;yes
37;blue-collar;married;secondary;no;4454;yes;no;cellular;1;nov;40;2;-1;0;unknown;no
59;retired;married;secondary;no;2637;no;yes;unknown;15;jun;627;3;345;3;other;yes
37;entrepreneur;married;secondary;no;-3000;yes;no;cellular;23;may;293;2;-1;0;success;yes
69;technician;married;secondary;no;4337;yes;no;cellular;25;may;283;3;171;3;unknown;yes
41;admin.;married;unknown;no;-1248;no;no;cellular;21;apr;542;6;339;3;unknown;yes
63;management;single;primary;no;3629;no;no;cellular;20;nov;463;2;-1;0;unknown;yes
50;management;divorced;tertiary;no;-3000;no;no;cellular;22;may;110;1;-1;0;unknown;no
44;self-employed;single;secondary;no;6147;no;no;cellular;25;dec;317;3;-1;0;success;yes
58;blue-collar;single;secondary;no;525;yes;no;unknown;18;may;13;1;108;3;unknown;no
53;housemaid;married;tertiary;no;-1978;yes;no;unknown;21;sep;162;1;-1;0;unknown;no
47;technician;single;secondary;no;-715;yes;no;unknown;4;may;722;1;-1;0;unknown;no
66;blue-collar;married;secondary;no;339;no;no;cellular;19;mar;83;4;244;0;unknown;no
35;technician;married;secondary;no;1332;no;no;unknown;5;feb;13;1;-1;0;unknown;yes
